text,parent_text,tox_codes_oc,label_oc,tox_codes_ic,label_ic
" getting back to the topic, what is the point of saying he ""is of Sikh origin""? people originate from places and ancestors, not a religion.   ",Who gives a damn about he is being sikh or indian. He is an anti-christian atheist which means I seriously doubt he practise his sikh religion. He hates christians and cosnervatives.,[0. 0. 0.],0,[0. 0. 1.],0
 Wikipedia:Civility ,Are you some ridiculous Russian AI joke? Please...  ,[0. 0. 0.],0,[1. 0. 1.],1
" Yeah, it's a real pain.  It's always possible I missed something, but this should catch all his latest activity.  ", Thanks.  It just keeps up.  He's got another global block already and some monkey business on another IP a few days ago.   ,[0. 0. 0.],0,[0. 0. 0.],0
" I apologise. I thought the bot said it was two years ago. Thanks . And yes, i agree with everything you said.  erm? —usernamekiran","ooooo, worra bitch.    ",[0. 0. 0.],0,[1. 1. 1.],1
"""[E]xpected vandalism,"" indeed. Had to semiprotect it—which lapses tomorrow, so let me know if it gets bad again. "," That would be interesting. Searching ""coming out late in life book"" reveals quite a few related results. = ",[0. 0. 0.],0,[0. 0. 0.],0
"Like lightning, me, after lightning has had time to wake up slowly and relax for a couple of hours.   ",I've also asked for oversight for attempted outing.  ,[0. 0. 0.],0,[0. 0. 0.],0
" Thanks Primefac!  I would say your best chance for getting a topic ban is to go through ANI, once you have exhausted all other options.  Thanks!  [[User talk:Pla"," So let's mutually apologize. You for interfering in a way that was specifically not desired, and I for the offense in calling that stupid and nosy.  ",[0. 0. 0.],0,[0. 1. 1.],1
And STILL you're wasting time on my talk page! Pathetic! Time to grow up and annoy someone else.   Contribs),https://www.google.co.uk/#q=grip&tbm;=shop&spd;=8648016064723422670&spf;=712 ,[1. 1. 1.],1,[1. 1. 1.],1
"All right, , go take your photos! Article's up and done. Superimpose some ghostly images of horses racing past the new exhibition hall. -  ",Which reminds me:  I have photos of D.C. LGBTQ businesses from the early 1990s I need to turn in to Rainbow History Project. (Did you know that La Cage looked like a lot smaller in daylight?) -  ,[0. 0. 0.],0,[0. 0. 0.],0
"Yes, you're right, sorry, I missed that. I will add them now.  ",There is an explicit question on legal gay marriage on the page 28. And in the general article on same-sex marriage those results have already been included in the opinion poll table.  ,[0. 0. 0.],0,[0. 0. 0.],0
 lol thanks  ," Okay you've made your point and......your gonna be pissed at me, but you should be a judge. Bye!  ",[0. 0. 0.],0,[1. 1. 1.],1
"I can suggest a nice warm place to shove that personal attack.  You won't convince anyone with your vague threats, ad hominems, and attempts to silence others.v/r - ",Users with ''any'' kind of history in this area need to sit this one out.   • ,[1. 1. 1.],1,[1. 1. 1.],1
"You're entitled to challenge that edit for being unsourced, Quack, and if you do, then you will justify pretty much every comment I've ever made about your poor editorial judgment.— /",You mean like adding unsourced content like this?  ,[0. 0. 1.],0,[1. 1. 1.],1
" Ah, I understood your message to refer to the lede specifically, since that's what the guideline refers to. Updated. — ",. Still lots of short paragraphs. Many of them are only one sentence long.  ,[0. 0. 0.],0,[0. 0. 0.],0
" That implies a significant re-write of third gender, and issues with WP:Globalize.  ",I'd support keeping non-Western third genders and Western nonbinary gender identities in separate articles. –  ⋅ ,[0. 0. 0.],0,[0. 0. 0. 0.],0
A range block might be needed? 121.54.44.149 just vandalised meta. ,"Yes, bunch of 121.54.44** IPs. Probably LTA, as I've blocked for this before.  ",[0. 0. 0.],0,[0. 0. 0.],0
"In terms of notability what I am seeing is MP, MP, deputy-liet of Lincolnshire. As a member of parliament, he meets WP:POLITICIAN, right?– ","Yes, thanks, a short blurb about the two of them at Baron Monson seems like a good option if there's not enough to prove notability for either of them on their own.– ",[0. 0. 0.],0,[0. 0. 0.],0
They don't have to be (re: bisexual) but I'm stopping here before this turns into a Truten debate. ,What're you talking about? They are not gay.,[0. 0. 0.],0,[0.  0.5 1.  0. ],0
"You appear to be saying the Bible is a reliable source for history. It isn't. And if you disagree, go to RSN where you will be shot down with fire. ","On the contrary, my friend. Have you never read, Wikipedia:You don't need to cite that the sky is blue? ",[1. 1. 0.],1,[0. 1. 1.],1
"You can assume any moronic thing you like, but the headline tells us nothing.  ", Well I'm going to assume bad faith because you clearly have not even bothered to read the headline...  ,[0. 0. 1.],0,[1. 1. 1.],1
I'm hoping we all have better things to do than continue here because it's beginning to remind me of a discussion from early this year.  ,"Poor little Moxy; nah, let's keep him here and assist him in making himself look like a complete fool. ''''''",[0.  0.  0.5],0,[1. 0. 1.],1
Thank you for doing that    , I changed it.  ,[0. 0. 0.],0,[0. 0. 0.],0
No I doubt that. ,"Thanks.  Will I be penalized or be given a warning for dropping the request for spilt it by another adminstrator? , 19:45 October 8, 2006 (UTC)",[0. 0. 0.],0,[0. 0. 0.],0
It's now up for deletion.  ,But please take care not to add the gay porn. Thanks.    ,[0. 0. 0.],0,[0.  0.5 0. ],0
"Note that the IP editor has been rightfully blocked for racist trolling: there is no need to AGF or take their statements seriouslyby definition, racist commentary is irrational.  ",Made a compromise change to make the article great again.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Really? Didn’t know that - can you link me? At any rate, that’s kind of dumb because succession boxes look like total garbage.  ",Technically guidelines already say everyone should use succession boxes for awards etc and not navboxes. Y'all just ignore guidelines on that. But haha yeah lets not get down that rabbithole. - ,[0. 0. 0.],0,[0.5 0.  0. ],0
I won't add it then. It's better to be certain. Just wanted to double check. ,I'm not sure. — ,[0. 0. 0.],0,[0. 0. 0.],0
 You're not contributing anything to the discussion. Why are you even here?  ,I'm not going anywhere. Are you? My intellectual capacities are so limited that I think you're a serial sockpuppet. Regards.  ,[1. 1. 0.],1,[1. 1. 1.],1
" ack!!! Well at least the check user proves that I'm not. I mean seriously, why would I need a sock puppet? Why go through all that trouble for a page that has '''nothing''' to do with me? "," I believed he was your sockpupet as well, FYI. ",[0. 0. 0.],0,[0. 0. 0.],0
 Thanks for preserving myself from myself. I was obviously a bloody psychopath. ,Done. –   (random),[0. 1. 0.],0,[0. 0. 1.],0
Do you genuinely believe that there is a reader out there who doesn't know how to click a mouse or tap their screen?? This is absolutely ridiculous. We're not on simple Wikipedia here.1,"Also, just another point, unless you know to hover over or click on the yellow P icon it doesn't actually inform the reader that they represent Pirelli tires... just a thought.  ",[0. 1. 0.],0,[1. 1. 1.],1
"Darn, the bug's still there. ",Thanks in...post-ance? ,[1. 0. 0.],0,[0. 0. 0.],0
You again broke it.Please rv yourself   ,Got it. Thanks.  ,[0. 1. 0.],0,[0.  0.5 0. ],0
"I know, right? I've never been so insulted in my life! 
(@: EEng and I are having a little joke here, making light of the situation.)",The worst part is that SH confused you with me. I don't know which of us is thereby more insulted. ,[0.  0.5 0. ],0,[0. 0. 0.],0
"Coffee has hidden the text as of hours ago now and there has been plenty of wikibloodshed over this already. Not everything needs to be a god damn fucking battle, please just let it go.  (/)"," - I can tell you that I feel differently about that statement, or at least how it has been used in context here. Think about what you are actually saying there, please.  ",[1. 1. 1.],1,[1. 1. 1.],1
"Never mind, I figured it out. ",Hi! Can you give me any advice for '''eating my ass?''' ,[0. 0. 0.],0,[1. 1. 1.],1
"I keep trying to come up with a response that's just as funny as that comment, but I can't. I bask in your comedic greatness.   ","Bloody do-gooders, always trying to help people! ''*shakes fist*''  ",[0. 0. 0.],0,[0. 0. 0.],0
" You can look at the previous comments for the source. It's from the Olympic site itself, so I don't understand how that's unreliable.  ", Such a nonsense without reliable source!  ,[0. 0. 0.],0,[1. 0. 0.],0
OK - next one is Bunyip (newspaper) when The Bunyip is clearly available.," OK, I've worked it out - ""The Trans"" for short was the Trans-Australian, not Transcontinental. I was only a kid when I travelled on it many years ago. I'll move the newspaper article.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Some people are very keen for it to be switched back on, but I also feel that any mandate for it expired long ago.  ","Thanks for the link. It seems rather silly to be beholden to a seven-year-old RfC, if nobody wants it switched back on now (?), though. –  ",[0. 0. 0.],0,[0. 0. 0.],0
Aaaaah don't want to talk about your silly knnnnnniggghits!    , This is awesome! Thank you! I'd like to fix up the Knights article later or tomorrow. )  ,[1. 0. 0.],0,[1. 1. 1.],1
"Yes, I saw that another user had already uploaded them on Commons, so I hope that their licenses are correct )   ","Look like you found it. Nice addition, thanks, it look way more neutral not to have one politician singled out by a crappy photo.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Aside from the two times right here when you're relevant, I've never heard of ''anyone'' named Jorm. Sorry for finding it interesting. I'll never mention you again.",Is there a reason why my name keeps coming out of your mouth? ,[0.  0.  0.5],0,[0. 1. 0.],0
"No matter they care or not, the information can be helpful to them knowledge-wise.  ",The average reader doesn't even care about the issue.  ,[0. 0. 0.],0,[0. 0. 0.],0
Then there would be only a single paragraph left.  Why not merge all of it as I suggest below?  —  , This article is about the gay lisp. Anything beyond that is beyond the scope of this article and should not be included.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Aw.  Fun & productive book for beginners. (Nearly ""interactive""; learn how to mate w/o distraction of notation.) Good gift. Try you might like.  ",Because it's a shitty book. I wouldn't even recommend it to beginners.  ,[0. 0. 0.],0,[0. 1. 0.],0
 I am grateful for you informing me of that page but you do know that Hashemites exists right?  ,Here is another draft of mine that you can edit if you would like:   ,[0. 0. 0.],0,[0. 0. 0.],0
" Perhaps you've forgotten how templates can invoke Lua script modules, which can be very powerful, rapid and dynamically process other Lua modules depending on parameter values. - ",Pretty much all of the stuff you've talked about (weave merge etc) have nothing to do with templates and can't be done with them. Would need changes to mediawiki  ,[0.5 0.  0. ],0,[0. 0. 0.],0
" has quite a lot of examples of different colour schemes, which is nice because making templates from scratch is a bitch.  ",Sure  I'm not much of a template editor yet but that sounds good.  ,[1. 1. 1.],1,[1. 1. 1.],1
I see that Natgoo has already made the change. Thanks. ,"I've added links to two online dictionaries of gay slang, both of which contradict the assertion made in the article.  If no one else objects, I'll make the appropriate change. ",[0. 0. 0. 0.],0,[0. 0. 0.],0
